date,exdate,cp_flag,strike_price,best_bid,best_offer,impl_volatility,optionid,forward_price,index_flag,issuer,exercise_style
20120904,20120922,C,1130000,272.6,275.7,0.474615,81954857,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1135000,267.7,270.7,0.471038,82911879,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1140000,262.7,265.7,0.462471,81954858,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1145000,257.7,260.7,0.453928,82911880,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1150000,252.7,255.8,0.449924,65475422,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1155000,247.7,250.8,0.44136,82911881,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1160000,242.7,245.8,0.432818,81954859,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1165000,237.7,240.8,0.424297,82911882,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1170000,232.7,235.9,0.419866,81954860,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1175000,227.8,230.9,0.415169,65498724,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1180000,222.8,225.9,0.406583,81954861,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1185000,217.8,221,0.401603,82911883,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1190000,212.8,216,0.392993,81954862,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1195000,207.8,211,0.3844,82911884,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1200000,202.9,206.1,0.382302,65498725,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1205000,197.9,201.1,0.373628,81951173,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1210000,192.9,196.2,0.367949,81951174,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1215000,187.9,191.2,0.359248,81951175,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1220000,183,186.3,0.356068,81689882,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1225000,178,181.3,0.347288,65475239,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1230000,173,176.4,0.341064,81951176,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1235000,168.1,171.5,0.33707,81951177,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1240000,163.1,166.5,0.328171,81689883,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1245000,158.1,161.6,0.321512,81951178,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1250000,153.2,156.7,0.316818,65498726,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1255000,148.2,151.8,0.309811,81951179,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1260000,143.3,146.9,0.304582,81689884,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1265000,138.4,142,0.299056,81951180,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1270000,133.4,137.1,0.29155,81951181,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1275000,128.5,132.2,0.285571,65498727,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1280000,123.8,127.6,0.286818,81689885,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1285000,118.9,122.7,0.279991,81951182,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1290000,113.8,117.6,0.267545,81951183,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1295000,108.9,112.8,0.261857,81951184,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1300000,104.1,108,0.257051,65475423,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1305000,99.3,103.2,0.251777,81951185,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1310000,94.4,98.4,0.244981,81951186,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1315000,89.7,93.6,0.239948,81951187,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1320000,84.9,88.9,0.234403,81689886,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1325000,80.2,84.2,0.229281,65475159,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1330000,75.5,79.6,0.224445,81951188,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1335000,71.1,75.2,0.222908,81951189,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1340000,66.3,70.4,0.214414,81689887,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1345000,61.8,65.9,0.209809,81951190,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1350000,57.6,61.6,0.207693,65475160,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1355000,53,57,0.200166,81951191,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1360000,49,52.9,0.198472,81689888,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1365000,44.6,48.5,0.191693,81951192,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1370000,40.6,44.3,0.187265,81951193,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1375000,36.6,40.3,0.182747,65498728,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1380000,32.8,36.4,0.178504,81689889,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1385000,29.2,32.6,0.174375,81951194,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1390000,25.7,29,0.170217,81951195,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1395000,22.4,25.6,0.166333,81951196,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1400000,19.3,21.9,0.160433,65475240,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1405000,16.5,19.4,0.159238,82964374,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1410000,13.7,16.4,0.154064,81954863,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1415000,11.4,13.7,0.150352,82964375,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1420000,9.1,11.4,0.146284,81689890,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1425000,7.3,9.4,0.143651,65498729,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1430000,5.7,7.5,0.140133,81920838,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1435000,4.4,5.8,0.136665,81920839,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1440000,3.3,4.5,0.133986,81689891,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1445000,2.35,3.6,0.132256,82964376,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1450000,2,2.75,0.133078,65498730,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1455000,1.35,2.25,0.132276,82964377,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1460000,1,1.6,0.130464,81689892,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1465000,0.6,1.5,0.132476,82964378,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1470000,0.5,1.25,0.135347,81954864,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1475000,0.4,0.6,0.128881,65475424,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1480000,0.3,1,0.142566,81689893,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1485000,0.2,0.95,0.146643,82964379,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1490000,0.15,0.5,0.140106,81954865,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1495000,0.15,0.3,0.139032,81821215,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,150000,1252.2,1255.2,,81940998,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1500000,0.1,0.2,0.137628,65475241,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1505000,0.1,0.8,0.167859,81821216,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1510000,0.05,0.25,0.149494,82957654,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1515000,0.05,0.1,0.143161,82957655,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1520000,0.05,0.1,0.148611,82957656,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1525000,0.05,0.75,0.190675,65475242,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1530000,0,0.8,0.197011,82957657,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1535000,0,0.7,0.199407,82957658,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1540000,0,0.75,0.20759,82957659,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1550000,0,0.05,0.162167,65498731,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1560000,0,0.05,0.171658,83196199,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1575000,0,0.05,0.185692,80983772,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1600000,0,0.05,0.208581,65475425,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1650000,0,0.05,0.25267,65475243,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1700000,0,0.05,0.294776,65475426,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1750000,0,0.05,0.335136,81934852,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1800000,0,0.05,0.373932,65475244,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1850000,0,0.05,0.411308,81934853,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1900000,0,0.05,0.447383,65498732,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,1950000,0,0.05,0.482257,81934854,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,200000,1202.2,1205.2,,65475427,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,2000000,0,0.05,0.516018,81940999,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,2050000,0,0.05,0.54874,81950132,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,250000,1152.3,1155.2,,81941000,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,300000,1102.3,1105.2,2.683493,65498733,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,350000,1052.3,1055.2,2.417141,81944954,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,400000,1002.3,1005.2,2.187911,65498734,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,500000,902.3,905.3,1.835729,65475161,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,525000,877.3,880.3,1.751832,80983773,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,550000,852.3,855.3,1.671929,65475245,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,575000,827.3,830.3,1.595647,80983774,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,600000,802.4,805.3,1.5446,65475428,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,625000,777.4,780.3,1.473828,80983775,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,650000,752.4,755.3,1.405851,65475162,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,675000,727.4,730.3,1.340447,80983776,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,700000,702.4,705.3,1.277414,65475246,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,725000,677.4,680.3,1.216577,65475163,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,750000,652.4,655.3,1.157774,65475429,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,775000,627.4,630.3,1.100861,65475430,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,800000,602.4,605.3,1.045708,65475247,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,825000,577.4,580.3,0.992194,65475164,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,850000,552.4,555.4,0.953715,65475165,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,860000,542.4,545.4,0.933101,82911885,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,875000,527.4,530.4,0.902598,65475166,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,880000,522.4,525.4,0.892539,81954866,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,900000,502.4,505.4,0.852821,65475431,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,910000,492.4,495.4,0.83327,82911886,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,920000,482.5,485.4,0.824869,81954867,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,925000,477.5,480.4,0.815163,65475167,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,930000,472.5,475.4,0.805505,82911887,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,940000,462.5,465.4,0.786328,81954868,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,950000,452.5,455.4,0.767334,65475168,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,960000,442.5,445.4,0.748517,81954869,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,970000,432.5,435.4,0.729872,82911888,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,975000,427.5,430.4,0.720613,65475248,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,980000,422.5,425.4,0.711396,81954870,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20120922,C,990000,412.5,415.4,0.693083,82911889,1403.531555,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1000000,400.6,404.2,0.466354,82117692,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1005000,395.6,399.3,0.462824,83078383,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1010000,390.6,394.3,0.456669,83078384,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1015000,385.6,389.3,0.450541,83085969,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1020000,380.6,384.4,0.446926,83085970,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1025000,375.6,379.4,0.440822,82117693,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1030000,370.7,374.4,0.437128,83078385,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1035000,365.7,369.5,0.433357,83085971,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1040000,360.7,364.5,0.427278,83078386,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1045000,355.7,359.5,0.421223,83085972,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1050000,350.8,354.6,0.419527,82117694,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1055000,345.8,349.6,0.413471,83078387,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1060000,340.8,344.7,0.409498,83069709,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1065000,335.9,339.7,0.405463,83069710,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1075000,325.9,329.8,0.395336,82117695,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1080000,320.9,324.8,0.389322,83069711,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1085000,316,319.9,0.386987,83069712,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1090000,311,315,0.382735,83069713,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1095000,306.1,310,0.378434,83085973,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1100000,301.3,305.3,0.380514,82117696,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1105000,296.1,300.1,0.368069,83085974,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1110000,291.2,295.2,0.365256,82964393,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1115000,286.2,290.3,0.360776,83085975,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1120000,281.3,285.3,0.356255,82964394,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1125000,276.3,280.4,0.351695,82117697,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1130000,271.4,275.5,0.348502,82964395,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1135000,266.5,270.6,0.345186,83085976,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1140000,261.5,265.7,0.340445,82964396,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1145000,256.6,260.8,0.336946,83085977,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1150000,251.7,255.9,0.333339,82117698,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1155000,246.7,251,0.328441,83085978,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1160000,241.8,246.1,0.324673,82964397,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1165000,236.9,241.2,0.320811,83085979,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1170000,232,236.3,0.316858,82964398,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1175000,227.1,231.4,0.312817,82117699,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1180000,222.2,226.5,0.308693,82769841,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1185000,217.5,221.9,0.309323,82769842,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1190000,212.4,216.8,0.301156,82769843,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1195000,207.5,212,0.297687,82769844,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1200000,202.7,207.1,0.294086,82117700,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1205000,197.8,202.3,0.29036,82769845,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1210000,193,197.5,0.287335,82769846,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1215000,188.1,192.7,0.283347,82769847,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1220000,183.5,188.1,0.283033,82769848,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1225000,178.7,183.3,0.279434,82117701,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1230000,173.9,178.6,0.276386,82769849,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1235000,169.1,173.8,0.272481,82769850,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1240000,164.1,168.8,0.265829,82769851,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1245000,159.4,164.1,0.263019,82769852,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1250000,154.7,159.4,0.259991,82117702,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1255000,149.9,154.7,0.256168,82682310,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1260000,145.2,150,0.252757,82682311,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1265000,140.6,145.3,0.249701,82682312,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1270000,136.1,140.9,0.24851,82682313,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1275000,131.5,136.3,0.245447,82117703,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1280000,126.9,131.7,0.242151,82964399,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1285000,122.1,126.9,0.236762,83085980,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1290000,117.8,122.6,0.235792,82964400,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1295000,113.1,117.8,0.230512,83085981,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1300000,108.8,113.5,0.228895,82117704,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1305000,104.2,108.9,0.224479,83085982,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1310000,99.8,104.4,0.221046,82964401,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1315000,95.6,100.3,0.219615,83085983,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1320000,91.1,95.8,0.215221,82964402,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1325000,87.1,91.7,0.213781,82117705,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1330000,82.7,87.2,0.209182,82958632,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1335000,78.7,83.2,0.207328,83085984,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1340000,74.6,79.1,0.204413,82964403,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1345000,70.4,74.8,0.200192,83085985,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1350000,66.7,71,0.198704,82117706,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1355000,62.6,66.8,0.194375,83085986,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1360000,59,63.1,0.192596,82964404,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1365000,55.1,59.1,0.18864,83085987,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1370000,51.6,55.6,0.186777,82964405,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1375000,48,51.9,0.183592,82117707,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1380000,44.4,48.2,0.179933,82964406,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1385000,41.2,44.9,0.1779,83085988,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1390000,37.8,41.4,0.174272,82964407,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1395000,34.8,38.3,0.172175,83085989,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1400000,31.5,34,0.165618,82117708,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1405000,28.6,31.8,0.164903,82958633,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1410000,25.9,29.1,0.162771,82958634,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1415000,23.3,26.3,0.159971,83030451,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1420000,20.9,23.8,0.157781,82964408,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1425000,18.4,20,0.151101,82117709,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1430000,16.3,19,0.152253,82317772,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1435000,14.3,16.8,0.149673,82317773,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1440000,12.4,14.8,0.14711,82317774,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1445000,10.6,12.8,0.143946,82317775,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1450000,9,10.7,0.140076,82117710,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1455000,7.7,9.5,0.139146,83085990,1401.265106,1,CBOE S&P 500 INDEX,E
20120904,20121020,C,1460000,6.4,8.2,0.136989,82964409,1401.265106,1,CBOE S&P 500 INDEX,E
